Wall time,Step,Value
1598617230.5311575,485448,2.300051212310791
1598617247.6917412,485510,2.3476994037628174
1598617315.486945,485755,2.0430707931518555
1598617332.6359236,485817,2.33746600151062
1598617346.4386723,485867,2.3108062744140625
1598617363.29542,485928,2.1558115482330322
1598617557.7648304,486614,2.2207834720611572
1598617572.2032564,486666,2.6442930698394775
1598617586.3633327,486717,2.4606666564941406
1598617673.8813288,487018,2.205564498901367
1598617712.5524049,487158,2.1809918880462646
1598617835.5092707,487588,2.5090417861938477
1598617858.2155607,487670,2.380251169204712
1598617885.0733898,487767,2.1511166095733643
1598618099.9030526,488527,2.081089973449707
1598618116.2577803,488586,2.0340120792388916
1598618400.945336,489598,2.3139920234680176
1598618453.3904016,489773,2.1349778175354004
1598618585.3054385,490252,2.005675792694092
1598618634.529148,490415,2.1353325843811035
1598618692.6815176,490626,2.5989460945129395
1598618796.7712235,491004,2.3313653469085693
1598618851.6942484,491188,2.2171003818511963
1598618874.5119836,491271,2.3099753856658936
1598618932.2986224,491481,2.345384359359741
1598619075.7058408,491980,2.2395193576812744
1598619079.0233128,491992,2.1356332302093506
1598619118.5523047,492135,2.1377177238464355
1598619149.4645774,492247,2.2410953044891357
1598619201.6402178,492436,2.3915064334869385
1598619290.83773,492744,2.1897950172424316
1598619383.2219534,493079,1.995530366897583
1598619392.8713417,493114,2.056252956390381
1598619461.337421,493347,2.129582166671753
1598619492.7282915,493461,2.298288106918335
1598619504.019965,493502,2.290170192718506
1598619580.3440676,493779,1.989997386932373
1598619689.3372984,494159,2.4246721267700195
1598619705.0450613,494216,2.304006814956665
1598619794.6457484,494541,2.1370418071746826
1598619856.1781013,494749,1.9842339754104614
1598620116.9192023,495680,2.2160353660583496
1598620138.9553578,495760,2.4524953365325928
1598620260.7718976,496186,2.115177631378174
1598620277.5816534,496247,2.387047529220581
1598620292.4685156,496301,2.105314016342163
1598620437.8334823,496813,2.110964775085449
1598620447.1852648,496847,2.3465898036956787
1598620558.2220888,497250,2.290799140930176
1598620812.7611268,498158,2.367196798324585
1598620860.2386036,498315,2.22052001953125
1598621211.4477053,499575,2.4626312255859375
1598621318.7295918,499949,2.0584263801574707
1598621349.287032,500060,2.265141248703003
1598621375.161238,500154,2.4053614139556885
1598621544.5741186,500754,2.0550050735473633
1598621725.7618542,501397,2.1813337802886963
1598621933.9066217,502138,2.4294931888580322
1598621999.9181159,502378,2.6256825923919678
1598622064.672248,502598,1.8415660858154297
1598622126.9486864,502824,2.2334134578704834
1598622687.3592508,504812,2.242588520050049
1598622717.3924446,504921,2.0956833362579346
1598622742.490889,505012,2.3771865367889404
1598622833.7531185,505343,1.9233587980270386
1598622888.116099,505525,2.1103737354278564
1598622909.8209965,505604,2.2766640186309814
1598622969.1320682,505820,2.007643699645996
1598622979.8457587,505859,2.296767234802246
1598623035.9251697,506063,2.016094446182251
1598623055.9784608,506136,2.4072506427764893
1598623122.3171904,506361,2.45367693901062
1598623139.9813094,506425,2.243649959564209
1598623188.296337,506600,2.0946643352508545
1598623338.3575227,507129,2.489258289337158
1598623475.425082,507611,2.199481248855591
1598623483.1350641,507639,2.258016586303711
1598623743.1415331,508567,2.670206069946289
1598623763.807999,508642,2.502840757369995
1598623782.0144517,508708,2.4302546977996826
1598623848.9601166,508951,2.0459377765655518
1598623857.5021608,508982,2.45318603515625
1598623984.3693783,509428,2.060938596725464
1598624021.4824164,509563,2.335568428039551
1598624022.0304484,509565,2.1318347454071045
1598624032.4941595,509603,2.1697282791137695
1598624148.4107277,510008,2.4448604583740234
1598624205.5421374,510215,2.122677803039551
1598624297.877701,510534,2.279881477355957
1598624451.7819057,511093,2.127913236618042
1598624461.4090526,511128,2.3322463035583496
1598624731.3372736,512078,2.092434883117676
1598624731.6107488,512079,2.1170427799224854
1598624957.4876702,512884,2.317906618118286
1598625220.8180966,513824,2.175401210784912
1598625342.8365982,514251,2.296753406524658
1598625349.9780257,514277,2.1044983863830566
1598625368.133104,514343,2.2917630672454834
1598625423.4483995,514544,2.404402494430542
1598625583.5013301,515110,1.9724787473678589
1598625631.9746144,515286,2.3125128746032715
1598625639.1215467,515312,2.0237221717834473
1598625678.4967873,515455,2.580279588699341
1598625764.4169135,515751,2.432375907897949
1598625803.520909,515893,2.5163979530334473
1598625829.3857727,515987,2.1596150398254395
1598625833.231896,516001,2.3078653812408447
1598626026.474997,516687,2.1771326065063477
1598626036.6555398,516724,2.188047170639038
1598626176.7417557,517217,2.3450205326080322
1598626318.7555285,517716,2.254331111907959
1598626379.9659626,517938,2.453838348388672
1598626445.3236504,518175,1.9244762659072876
1598626447.5319488,518183,2.0349018573760986
1598626483.9802706,518315,2.4369430541992188
1598626528.7917027,518462,2.161688804626465
1598626582.278457,518656,2.387735605239868
1598626589.9899414,518684,2.4142744541168213
1598626682.2366261,519018,2.294795513153076
1598626685.581479,519030,2.3607664108276367
1598626695.613171,519066,2.3587417602539062
1598626710.577839,519120,2.129666328430176
1598626725.225853,519157,2.2941012382507324
1598626735.4746377,519194,2.3408076763153076
1598626769.5310738,519317,2.30291485786438
1598626859.8376622,519643,2.227415084838867
1598626904.9567647,519806,2.0755057334899902
1598626929.66515,519880,2.351969003677368
1598627178.3030703,520764,2.1184215545654297
1598627308.3899908,521234,2.22012996673584
1598627335.949363,521318,2.254911184310913
1598627499.694459,521910,2.286953926086426
1598627507.988986,521940,2.2543764114379883
1598627565.0811055,522131,2.259185791015625
1598627662.4232976,522483,2.113910436630249
1598627746.1176655,522770,2.3669004440307617
1598627822.0766804,523045,2.3630478382110596
1598627853.0560396,523157,2.241197347640991
1598628017.3820207,523736,2.433969736099243
1598628090.4228868,524001,2.2405784130096436
1598628123.5956666,524121,2.2221648693084717
1598628254.0703485,524577,1.9119349718093872
1598628370.3973005,524983,2.2302498817443848
1598628427.6874676,525190,2.0402114391326904
1598628534.7877944,525577,2.2420668601989746
1598628595.3379128,525781,2.1296472549438477
1598628656.040958,526001,2.369863986968994
1598628676.1891549,526074,2.071537971496582
1598628748.6978009,526321,2.242656946182251
1598628812.56061,526552,2.422027587890625
1598629055.5464678,527415,2.507314682006836
1598629147.7530704,527749,2.1894214153289795
1598629480.4980266,528920,2.2603437900543213
1598629500.4244351,528992,2.3436472415924072
1598629526.443188,529086,2.4060423374176025
1598629582.6917608,529274,2.2744388580322266
1598629604.751501,529354,2.0969126224517822
1598629639.9354227,529481,2.4352152347564697
1598629654.0573611,529532,2.2793538570404053
1598629668.751146,529585,2.1856298446655273
1598629814.2765167,530097,2.1413731575012207
1598629855.113469,530245,2.2073466777801514
1598629971.8860962,530653,2.1167519092559814
1598630009.1582737,530788,2.2887113094329834
1598630050.8687322,530939,1.9120465517044067
1598630242.041353,531615,2.344620704650879
1598630263.924871,531694,2.4131546020507812
1598630513.9074829,532582,2.430763006210327
1598630640.618798,533025,2.2198712825775146
1598630703.1010542,533251,2.1928462982177734
1598630761.419459,533462,2.141911506652832
1598631071.702848,534553,2.482034206390381
1598631093.5604188,534632,2.264744281768799
1598631292.9908786,535337,2.398670196533203
