Wall time,Step,Value
1598481056.9136014,168,5.63114070892334
1598481135.7048934,475,4.45768404006958
1598481151.681515,537,4.351369857788086
1598481164.5956838,587,4.597214221954346
1598481180.3791099,648,4.39541482925415
1598481385.8074815,1437,4.052877902984619
1598481465.0251505,1738,3.5093486309051514
1598481625.2765,2308,3.5333378314971924
1598481646.4306295,2390,3.330292224884033
1598481671.4199936,2487,3.6662230491638184
1598481868.8582962,3247,3.1903274059295654
1598482194.7601256,4493,3.1517727375030518
1598482362.5495055,5135,2.970555543899536
1598482563.8000052,5908,2.7528278827667236
1598482781.3593934,6700,2.8346786499023438
1598482784.4590583,6712,3.0106849670410156
1598482850.2033544,6967,2.6294360160827637
1598482980.0864842,7464,2.6796958446502686
1598483066.9170628,7799,2.5959548950195312
1598483076.010536,7834,2.987868309020996
1598483249.9423792,8499,2.604172468185425
1598483449.0180235,9261,2.8037502765655518
1598483504.3499,9469,2.8974995613098145
1598483746.3847442,10400,2.692842960357666
1598483878.7081575,10906,2.4493885040283203
1598483894.4717422,10967,2.802015542984009
1598484042.089491,11533,2.604003667831421
1598484155.1146278,11970,2.6377804279327393
1598484402.8323367,12878,2.656680107116699
1598484444.7010996,13035,2.3269460201263428
1598484771.6383817,14295,2.628054141998291
1598484869.8776062,14669,2.730794668197632
1598484898.600378,14780,2.7994015216827393
1598485247.9016454,16117,2.5842580795288086
1598485451.734175,16858,2.445091724395752
1598485571.9023266,17318,2.4611928462982178
1598485630.3911989,17544,2.4827871322631836
1598486148.4190528,19532,2.5027196407318115
1598486176.5395157,19641,2.4780454635620117
1598486200.047629,19732,2.437180519104004
1598486285.6390476,20063,2.501502752304077
1598486410.8779535,20540,2.5845634937286377
1598486420.9801342,20579,2.6834099292755127
1598486492.7788014,20856,3.0245277881622314
1598486552.2479875,21081,2.6927735805511475
1598486568.763512,21145,2.6293702125549316
1598486614.32476,21320,2.3184173107147217
1598486890.378958,22331,2.6218695640563965
1598486897.6049135,22359,2.7815825939178467
1598487138.414829,23287,2.6476330757141113
1598487157.7421813,23362,2.5898072719573975
1598487174.7565782,23428,2.5210819244384766
1598487237.3996396,23671,2.6696670055389404
1598487245.3744822,23702,2.537775754928589
1598487362.0702775,24148,2.6409759521484375
1598487407.2339158,24323,2.8448357582092285
1598487513.185172,24728,2.5844242572784424
1598487566.595997,24935,2.4967193603515625
1598487650.747498,25254,2.7410964965820312
1598488053.1392446,26798,2.6168909072875977
1598488630.225695,28971,2.461252450942993
1598488636.9436584,28997,2.4759128093719482
1598488853.9258897,29830,2.4985506534576416
1598489021.428989,30471,2.3624563217163086
1598489058.2395222,30613,2.3112354278564453
1598489082.5833135,30707,2.7217938899993896
1598489265.3782525,31407,2.405292510986328
1598489274.9149456,31444,2.4522502422332764
1598489403.67833,31937,2.5460288524627686
1598489544.3224778,32436,2.6243364810943604
1598489663.8921373,32895,2.2208361625671387
1598489665.9551148,32903,2.327773332595825
1598489739.3306823,33182,2.885648727416992
1598489883.3925157,33738,2.4576950073242188
1598489886.5134928,33750,2.760481357574463
1598489895.836763,33786,2.6332926750183105
1598489909.742442,33840,2.702444553375244
1598489920.8985577,33877,2.6594457626342773
1598489930.4986985,33914,2.4122533798217773
1598490046.8993688,34363,2.5510339736938477
1598490089.2237148,34526,2.766052722930908
1598490109.8473475,34600,2.483515977859497
1598490340.735378,35484,2.582160711288452
1598490462.6659565,35954,2.5625996589660645
1598490485.8023114,36038,2.560103178024292
1598490639.0227332,36630,2.359673500061035
1598490646.8265884,36660,2.9959006309509277
1598490700.8931396,36851,2.6186060905456543
1598490800.6083717,37203,2.2668402194976807
1598490876.2559679,37490,2.8398146629333496
1598490947.2978656,37765,2.645883083343506
1598490976.2909012,37877,2.223391056060791
1598491196.5294623,38721,2.4444162845611572
1598491227.6903014,38841,2.372143507003784
1598491347.4512825,39297,2.565690279006958
1598491454.2683494,39703,2.4209654331207275
1598491738.807239,40794,2.485734701156616
1598491863.9981,41272,2.557206153869629
1598492089.1026917,42135,2.5182807445526123
1598492175.57065,42469,2.6485259532928467
1598492481.5413525,43640,2.6600282192230225
1598492500.0387182,43712,2.518333911895752
1598492524.2025352,43806,2.224270820617676
1598492574.3452811,43994,2.5464882850646973
1598492627.7044542,44201,2.6243793964385986
1598492640.9172924,44252,2.1914713382720947
1598492654.6776626,44305,2.4297730922698975
1598492799.9537683,44817,2.218287706375122
1598492838.153499,44965,2.570408821105957
1598492944.7147262,45373,2.3553059101104736
1598492979.633467,45508,2.353240489959717
1598493018.6812494,45659,2.3976902961730957
1598493195.257552,46335,2.2787699699401855
1598493215.6912699,46414,2.6026904582977295
1598493563.66228,47745,2.5200998783111572
1598493621.9908473,47971,2.297194004058838
1598493676.3176417,48182,2.3334336280822754
1598493972.8865824,49273,2.491666793823242
1598494176.587611,50057,2.4618029594421387
1598494375.581031,50820,2.4166371822357178
1598494458.7318041,51135,2.414529323577881
1598494482.8063738,51228,2.434952735900879
1598494630.9821146,51799,2.4164464473724365
1598494919.975106,52907,2.5132923126220703
1598494928.4626231,52940,2.61214280128479
1598494968.2713284,53093,2.480706214904785
1598495067.4925385,53469,2.4303102493286133
1598495180.0228608,53863,2.542304754257202
1598495426.9224272,54808,2.4076807498931885
1598495825.4867494,56338,2.5674004554748535
1598495873.2815187,56522,2.2429277896881104
1598495952.5330276,56821,2.4695940017700195
1598496456.8445451,58720,2.2787818908691406
1598496463.8347657,58747,2.296050786972046
1598496468.2473018,58764,2.46431565284729
1598496837.5823908,60180,2.347593307495117
1598496839.1259637,60186,2.629244804382324
1598496914.1497796,60476,2.4096052646636963
1598497359.2948558,62140,2.1000051498413086
1598497464.9879062,62548,2.247704267501831
1598497759.2462,63672,2.112666368484497
1598497980.6815803,64522,2.4614620208740234
1598498278.3306916,65644,2.489556312561035
1598498581.3566165,66788,2.397524356842041
1598498643.3939986,67022,2.4681527614593506
1598498752.094801,67441,2.5118024349212646
1598499216.8409498,69186,2.3910093307495117
1598499288.989832,69456,2.7842423915863037
1598499356.9709258,69720,2.3503267765045166
1598499408.9253356,69916,2.2880473136901855
1598499550.244529,70463,2.4254090785980225
1598499582.3150368,70581,2.4400405883789062
1598499602.0324893,70657,2.2374353408813477
1598499690.0832055,70997,2.679469347000122
1598499803.3944929,71429,2.0680198669433594
1598499926.6377566,71907,2.4205946922302246
1598499939.7270567,71958,2.5153846740722656
1598499945.391057,71980,2.2901737689971924
1598499955.5141995,72013,2.504138708114624
1598499962.129597,72038,2.5289647579193115
1598500150.0072021,72724,2.2080881595611572
1598500225.949036,73010,2.6543471813201904
1598500871.510187,75488,2.4934725761413574
1598501071.8483493,76219,2.486781358718872
1598501250.9704225,76907,2.5655198097229004
1598501252.7852855,76914,2.5621073246002197
1598501590.4934268,78209,2.4980788230895996
1598501775.8771863,78921,2.378197431564331
1598501790.934187,78974,2.400667667388916
1598501800.0828626,79006,2.509014129638672
1598502169.0486684,80391,2.726918935775757
1598502226.774933,80614,2.3396146297454834
1598502327.265587,80997,2.2080278396606445
1598502332.18314,81016,2.4693989753723145
1598502918.67713,83268,2.7209722995758057
1598503227.862716,84410,2.3333046436309814
1598503277.2748926,84602,2.4075698852539062
1598503404.7183206,85090,2.392348527908325
1598503645.4966872,86015,2.4670190811157227
1598503844.7968855,86781,2.4756155014038086
1598503866.899481,86866,2.302725315093994
1598503903.870293,87009,2.334740161895752
1598504004.540459,87394,2.855889320373535
1598504204.0855508,88138,2.5941433906555176
1598504350.0684059,88675,2.2576985359191895
1598504525.0629594,89348,2.218193531036377
1598504529.1791086,89364,2.639382839202881
1598504686.6733127,89974,2.353092908859253
1598504756.310778,90238,2.399240732192993
1598505032.3463798,91301,2.3911778926849365
1598505117.37809,91625,2.5167040824890137
1598505123.310723,91648,2.116856813430786
1598505245.2930293,92121,2.1132566928863525
1598505533.1408727,93224,2.1137988567352295
1598505597.2193205,93472,2.2161781787872314
1598505709.765208,93902,2.319302797317505
1598505939.3357794,94785,2.475895643234253
1598506011.3884654,95058,2.4881834983825684
1598506094.0114138,95378,2.5930395126342773
1598506120.672644,95481,2.330620288848877
1598506334.0542967,96302,2.681065320968628
1598506396.0024173,96536,2.578659772872925
1598506773.5485241,97987,2.4614956378936768
1598506899.522197,98475,2.402545213699341
1598507050.9240255,99056,2.321296453475952
1598507266.5992942,99885,2.3932607173919678
1598507450.034251,100590,2.5229368209838867
1598507520.9515705,100859,2.3344554901123047
1598507576.2605555,101073,2.4481277465820312
1598507644.16966,101336,2.4076950550079346
